-9.716551780700683594e+00,9.316815376281738281e+00,-1.064797592163085938e+01,-9.868193626403808594e+00,-9.115324020385742188e+00,-9.474288940429687500e+00,-1.205277824401855469e+01,-9.039271354675292969e+00,-1.111947441101074219e+01,-1.071899890899658203e+01,-9.031403541564941406e+00,-1.050909042358398438e+01,-9.411424636840820312e+00,8.887493133544921875e+00,-1.118519687652587891e+01,-1.091570949554443359e+01,-9.330307006835937500e+00,-1.069286823272705078e+01,-1.010593605041503906e+01,-9.283267974853515625e+00,-9.787108421325683594e+00,-9.441452026367187500e+00,-8.468685150146484375e+00,-7.544839859008789062e+00,-8.672871589660644531e+00,-1.023157405853271484e+01,-7.771944046020507812e+00,-8.723752975463867188e+00,-9.010035514831542969e+00,-8.988916397094726562e+00,-9.267687797546386719e+00,-9.778419494628906250e+00,-8.682296752929687500e+00,-8.369143486022949219e+00,-9.061755180358886719e+00,-8.685849189758300781e+00,-7.110020637512207031e+00,-7.722755432128906250e+00,-9.058078765869140625e+00,-9.050387382507324219e+00,-1.046716594696044922e+01
-9.716994285583496094e+00,-7.657722473144531250e+00,4.905572891235351562e+00,-6.818724155426025391e+00,-6.668407440185546875e+00,-8.570317268371582031e+00,-8.896780014038085938e+00,-7.638569355010986328e+00,-8.568000793457031250e+00,-7.623189926147460938e+00,-8.149874687194824219e+00,-7.308561801910400391e+00,-7.473608016967773438e+00,6.489093780517578125e+00,-5.431676387786865234e+00,-9.645646095275878906e+00,-8.953105926513671875e+00,-8.156215667724609375e+00,-8.696595191955566406e+00,-9.079485893249511719e+00,-7.744996070861816406e+00,-8.033913612365722656e+00,-7.965661048889160156e+00,-7.913203239440917969e+00,-8.684434890747070312e+00,-9.604115486145019531e+00,-8.384101867675781250e+00,-8.381653785705566406e+00,-7.641688346862792969e+00,-9.311458587646484375e+00,-7.763723373413085938e+00,-8.468626976013183594e+00,-8.312901496887207031e+00,-9.114286422729492188e+00,-7.078901767730712891e+00,-8.528910636901855469e+00,-8.183385848999023438e+00,-7.127449989318847656e+00,-7.286924839019775391e+00,-9.293990135192871094e+00,-9.894027709960937500e+00
-1.201344203948974609e+01,-5.621670722961425781e+00,-9.737022399902343750e+00,-8.161238670349121094e+00,-1.112235069274902344e+01,-1.007102966308593750e+01,-5.128868103027343750e+00,-1.041638660430908203e+01,8.582142829895019531e+00,-1.138597965240478516e+01,-8.773827552795410156e+00,-8.266827583312988281e+00,-8.913022041320800781e+00,1.072923851013183594e+01,-1.159668731689453125e+01,-9.432286262512207031e+00,-7.922211647033691406e+00,-9.597131729125976562e+00,-1.059615325927734375e+01,-8.085418701171875000e+00,-9.041782379150390625e+00,-9.629901885986328125e+00,-9.396257400512695312e+00,-1.095532894134521484e+01,-8.581395149230957031e+00,-9.851387977600097656e+00,-1.067729282379150391e+01,-8.984577178955078125e+00,-9.520897865295410156e+00,-9.987056732177734375e+00,-9.795674324035644531e+00,-1.022602081298828125e+01,-8.295341491699218750e+00,-8.584342956542968750e+00,-9.446012496948242188e+00,-9.078206062316894531e+00,-9.775947570800781250e+00,-8.505467414855957031e+00,-9.237002372741699219e+00,-1.054253673553466797e+01,-1.017492961883544922e+01
-1.051020240783691406e+01,8.898091316223144531e+00,-1.090698432922363281e+01,-8.459710121154785156e+00,5.631279945373535156e-01,-9.200332641601562500e+00,-1.084632968902587891e+01,-8.841105461120605469e+00,-9.401359558105468750e+00,-9.932168006896972656e+00,-8.397695541381835938e+00,-9.974886894226074219e+00,-8.557895660400390625e+00,6.790616035461425781e+00,-8.181950569152832031e+00,-8.192684173583984375e+00,-8.265741348266601562e+00,-8.476826667785644531e+00,-8.030722618103027344e+00,-9.197680473327636719e+00,-8.115188598632812500e+00,-8.058859825134277344e+00,-8.130734443664550781e+00,-8.101928710937500000e+00,-7.910789489746093750e+00,-8.562294006347656250e+00,-9.045557022094726562e+00,-8.213131904602050781e+00,-8.819288253784179688e+00,-8.204515457153320312e+00,-8.681284904479980469e+00,-8.988782882690429688e+00,-7.475225925445556641e+00,-8.365780830383300781e+00,-8.312061309814453125e+00,-7.660351753234863281e+00,-8.985713958740234375e+00,-6.817410945892333984e+00,-8.333945274353027344e+00,-8.507941246032714844e+00,-9.011156082153320312e+00
-9.802566528320312500e+00,8.989481925964355469e+00,-7.347938060760498047e+00,-8.106823921203613281e+00,-8.314830780029296875e+00,-6.618555068969726562e+00,-9.426026344299316406e+00,-1.062350654602050781e+01,-1.075984668731689453e+01,-7.711282730102539062e+00,-8.187042236328125000e+00,-8.588739395141601562e+00,-9.626078605651855469e+00,9.370454788208007812e+00,-9.811786651611328125e+00,-1.130403995513916016e+01,-8.743600845336914062e+00,-9.819533348083496094e+00,-1.128425121307373047e+01,-9.490662574768066406e+00,-8.393145561218261719e+00,-8.936955451965332031e+00,-8.668416023254394531e+00,-9.251898765563964844e+00,-9.805038452148437500e+00,-9.748728752136230469e+00,-7.728417396545410156e+00,-8.019798278808593750e+00,-9.269269943237304688e+00,-9.024013519287109375e+00,-9.883360862731933594e+00,-8.700125694274902344e+00,-8.251623153686523438e+00,-7.534030437469482422e+00,-8.693683624267578125e+00,-7.688849925994873047e+00,-7.695781707763671875e+00,-7.239747524261474609e+00,-8.665691375732421875e+00,-9.268929481506347656e+00,-9.251952171325683594e+00
-1.063658618927001953e+01,-5.818280220031738281e+00,-9.960556030273437500e+00,-7.975100994110107422e+00,-8.057286262512207031e+00,-1.201442432403564453e+01,-1.138823795318603516e+01,3.575199127197265625e+00,-1.081898117065429688e+01,-1.012453556060791016e+01,-1.103326988220214844e+01,-9.968430519104003906e+00,6.517674446105957031e+00,-5.866810798645019531e+00,7.403603076934814453e+00,-9.963929176330566406e+00,-1.010111331939697266e+01,-1.106717681884765625e+01,-1.077425003051757812e+01,-9.734472274780273438e+00,-9.825756072998046875e+00,-1.104911899566650391e+01,-8.853201866149902344e+00,-7.849544525146484375e+00,-8.581191062927246094e+00,-1.012931346893310547e+01,-1.024776077270507812e+01,-9.205656051635742188e+00,-1.007601451873779297e+01,-9.188884735107421875e+00,-1.034005546569824219e+01,-9.892007827758789062e+00,-8.088590621948242188e+00,-8.786014556884765625e+00,-8.825896263122558594e+00,-1.072771358489990234e+01,-1.084589385986328125e+01,-7.166615009307861328e+00,-1.049842739105224609e+01,-9.595936775207519531e+00,-1.062451744079589844e+01
-1.154255104064941406e+01,-2.434536218643188477e+00,2.000229597091674805e+00,-6.220177173614501953e+00,-1.089039039611816406e+01,1.529215216636657715e+00,-7.289726257324218750e+00,-1.066426181793212891e+01,-8.335762023925781250e+00,-1.047863960266113281e+01,-7.056046962738037109e+00,-8.881623268127441406e+00,-6.352185726165771484e+00,7.319053649902343750e+00,-7.305159091949462891e+00,-9.152203559875488281e+00,-7.261967658996582031e+00,-9.353994369506835938e+00,-9.983756065368652344e+00,-8.489557266235351562e+00,-8.644252777099609375e+00,-8.929861068725585938e+00,-8.497705459594726562e+00,-8.909905433654785156e+00,-9.137050628662109375e+00,-9.519305229187011719e+00,-9.666131019592285156e+00,-8.639710426330566406e+00,-9.192908287048339844e+00,-9.331287384033203125e+00,-8.801321983337402344e+00,-8.846184730529785156e+00,-8.756524085998535156e+00,-9.601983070373535156e+00,-7.416934490203857422e+00,-8.719729423522949219e+00,-9.781599044799804688e+00,-8.567812919616699219e+00,-8.647668838500976562e+00,-9.053135871887207031e+00,-9.736313819885253906e+00
2.339854717254638672e+00,6.242272853851318359e-01,-9.860103607177734375e+00,-8.748860359191894531e+00,-8.744005203247070312e+00,-9.508298873901367188e+00,-1.118863964080810547e+01,-8.019108772277832031e+00,-1.162552642822265625e+01,-9.563962936401367188e+00,-9.055171966552734375e+00,-7.585190296173095703e+00,-1.040964317321777344e+01,1.271980285644531250e+01,-1.236715030670166016e+01,-9.721688270568847656e+00,-8.170639038085937500e+00,-9.748691558837890625e+00,-9.060634613037109375e+00,-9.216425895690917969e+00,-9.330848693847656250e+00,-9.198282241821289062e+00,-8.718956947326660156e+00,-8.592598915100097656e+00,-9.374991416931152344e+00,-1.028932094573974609e+01,-8.578576087951660156e+00,-9.037784576416015625e+00,-9.085749626159667969e+00,-9.513328552246093750e+00,-8.878185272216796875e+00,-9.450432777404785156e+00,-7.920929908752441406e+00,-9.394569396972656250e+00,-8.211722373962402344e+00,-8.715535163879394531e+00,-9.809886932373046875e+00,-8.071745872497558594e+00,-9.443875312805175781e+00,-9.013356208801269531e+00,-9.195310592651367188e+00
-1.152082633972167969e+01,7.050089359283447266e+00,-8.429004669189453125e+00,-6.906629085540771484e+00,-8.473302841186523438e+00,7.697015285491943359e+00,-9.214326858520507812e+00,-8.933537483215332031e+00,-7.062709331512451172e+00,-8.411346435546875000e+00,-9.164806365966796875e+00,-7.961271762847900391e+00,-7.632677078247070312e+00,-6.305381298065185547e+00,5.165834903717041016e+00,-8.973585128784179688e+00,-1.025478267669677734e+01,-7.743224143981933594e+00,-9.248367309570312500e+00,-9.131371498107910156e+00,-8.133983612060546875e+00,-9.522974014282226562e+00,-8.776630401611328125e+00,-8.851229667663574219e+00,-8.480710029602050781e+00,-8.521046638488769531e+00,-8.542312622070312500e+00,-7.450108528137207031e+00,-8.516161918640136719e+00,-8.813859939575195312e+00,-9.276356697082519531e+00,-8.121710777282714844e+00,-7.928594589233398438e+00,-8.821503639221191406e+00,-8.896986007690429688e+00,-7.327168941497802734e+00,-8.772302627563476562e+00,-7.831727504730224609e+00,-9.093894004821777344e+00,-8.538481712341308594e+00,-8.582292556762695312e+00
-1.123719882965087891e+01,6.892409324645996094e+00,-9.052270889282226562e+00,-8.008385658264160156e+00,-7.602222442626953125e+00,-8.827877044677734375e+00,-9.718583106994628906e+00,-9.340233802795410156e+00,-8.363737106323242188e+00,-1.054990673065185547e+01,-9.530270576477050781e+00,-1.269033527374267578e+01,-9.531499862670898438e+00,-4.314564704895019531e+00,3.859018802642822266e+00,-9.251194953918457031e+00,-7.495170593261718750e+00,-9.679281234741210938e+00,-9.849809646606445312e+00,-9.176442146301269531e+00,-8.964274406433105469e+00,-9.645576477050781250e+00,-8.721950531005859375e+00,-6.741038322448730469e+00,-1.016191959381103516e+01,-9.467684745788574219e+00,-9.269752502441406250e+00,-8.657995223999023438e+00,-8.122718811035156250e+00,-9.046846389770507812e+00,-8.842996597290039062e+00,-8.533531188964843750e+00,-8.057122230529785156e+00,-8.812463760375976562e+00,-8.668115615844726562e+00,-8.271433830261230469e+00,-8.853300094604492188e+00,-7.884459972381591797e+00,-8.489613533020019531e+00,-8.809831619262695312e+00,-9.677044868469238281e+00
-1.083812999725341797e+01,-2.911832332611083984e+00,-8.435598373413085938e+00,-8.201052665710449219e+00,-1.061398887634277344e+01,5.155361652374267578e+00,-7.866005897521972656e+00,-1.105422973632812500e+01,-8.086539268493652344e+00,-8.441536903381347656e+00,-7.478550910949707031e+00,5.520774364471435547e+00,-6.404973983764648438e+00,-6.819439888000488281e+00,-5.977824687957763672e+00,-9.462607383728027344e+00,-7.760548114776611328e+00,-6.914218425750732422e+00,-8.303930282592773438e+00,-8.011762619018554688e+00,-8.999595642089843750e+00,-9.803741455078125000e+00,-8.309395790100097656e+00,-8.621544837951660156e+00,-9.000987052917480469e+00,-8.419511795043945312e+00,-8.611394882202148438e+00,-7.857390403747558594e+00,-7.980588912963867188e+00,-9.145252227783203125e+00,-8.485878944396972656e+00,-8.514056205749511719e+00,-9.232025146484375000e+00,-8.976869583129882812e+00,-7.833383083343505859e+00,-8.499385833740234375e+00,-8.326723098754882812e+00,-8.379221916198730469e+00,-7.539002895355224609e+00,-8.905131340026855469e+00,-8.306167602539062500e+00
